,Title,ReviewDate,Stay Date,comments,Restaurant_Name,Review_Sentiment
56,b'Good place to visit at Colombo',"b'Reviewed September 28, 2020 '",b'Date of visit: September 2020',"[b'Beautiful place with peaceful environment \nBest customer care ( with Dushan)\nTasty food\nBranded liquer', b'Dear Anuradha Jayathilake,\n\nGreetings from The Kingsbury!\n\nThank you very much for your review of Kings Steakbar. We are delighted that you enjoyed dining with us and look forward to welcoming you back!\n\nThank you for your patronage!\n\nWarm Regards,\n\nCustomer Relations Manager']",Kings Steakbar,POSITIVE
57,b'Beautiful place amazing food',"b'Reviewed September 28, 2020 '",b'Date of visit: September 2020',"[b'Nice place to visit at colombo.. have a drink and chill.. beautiful place at kingsbury hotel.. if you are near colombo and wanting a drink.. its the ideal.place.. Nice food and good drinks.. perfect service.', b'Dear Sumedha B,\n\nGreetings from The Kingsbury!\n\nThank you very much for your review of Kings Steakbar. We are delighted that you enjoyed dining with us and eagerly anticipate welcoming you back.\n\nThank you for your patronage!\n\nWarm Regards,\n\nCustomer Relations Manager']",Kings Steakbar,POSITIVE
58,b'King streakbar  is awesome ',"b'Reviewed September 28, 2020 '",b'Date of visit: September 2020',"[b'Excellent place boys .Best customer care in town and awesome food and liquor . We were served by Mr.Dushan and he did a great job . Best place to chill out', b'Dear Kasun Karunarathna,\n\nGreetings from The Kingsbury!\n\nThank you very much for your review. We are delighted that you enjoyed the food and hospitality of our staff. \n\nThank you for your valued patronage! We look forward to welcoming you back.\n\nWarm Regards,\n\nCustomer Relations Manager']",Kings Steakbar,POSITIVE
59,b'Best steak in Colombo!',"b'Reviewed September 17, 2020 '",b'Date of visit: September 2020',"[b""Not only is the food fantastic but the service here is wonderful. The staff are so attentive and ready to get you whatever you need. \nThe menu is perfect with just enough choice and fine dining dishes of excellent quality. \nThe bar is impressive too,...I think there isn't a drink that they can't make. \nWe'll be back again and again. Thanks for a great experience.More"", b'Dear James,\n\nGreetings from The Kingsbury!\n\nThank you very much for your review of Kings Steakbar. We are delighted that all aspects of your dining experience were to your utmost satisfaction.\n\nThank you for your valued patronage! We look forward to welcoming you back!\n\nWarm...More']",Kings Steakbar,POSITIVE
60,b'best food in a hotel',"b'Reviewed September 26, 2020 '",b'Date of visit: March 2020',[b'I ate indian or sri lankan food for every meal. It was addictive! Room service was pretty spectacular as well.'],Navratna,POSITIVE
61,b'Superb service!',"b'Reviewed September 26, 2020 '",b'Date of visit: September 2020',"[b'We had a wonderful time with our clique of friends. The portions were decent and gave a good value for money! Koby was the one who served us, and he was brilliant and very efficient! Had a very pleasant dinner and I totally recommend!']",Navratna,POSITIVE
62,b'Great food; mediocre atmosphere',"b'Reviewed September 21, 2020 '",b'Date of visit: September 2020',"[b'This was my first trip to Navratna at the Taj.  I was a little taken aback by the relative \xe2\x80\x9ctiredness\xe2\x80\x9d of the place.  It lacked the oomph and character one associates with fine dining eateries, especially those located at 5 star hotels.  Below is my...feedback:\nTHE GOOD STUFF:\n-The food definitely!  It more than made up for the delayed service and was absolutely, scrumptiously authentic.  Made me feel quite nostalgic - like i was sitting at a restaurant in Lahore and enjoying the chicken qorma and the garlic naans.\n-The staff was pleasant and well trained on the menu offering.  They quite expertly navigated the newbies on the subtle differences between something like a chicken qorma and a butter chicken; while also knowing and being able to refer the restaurant favourites.\n-The manager Mr. Sisira, a long time denizen of the place, added a lovely, homely quality to the experience with his personal acknowledgements and requests for overall feedback.\nOPPORTUNITIES FOR IMPROVEMENT:\n-The atmosphere definitely! It was very reminiscent of a cafeteria with its brash white lighting and dated decor.  We found some aesthetic reprieve in looking at the adjoining premises which belonged to another Taj restaurant (The Crab Factory) and which were beautifully lit up.\n-The music was dated: Old, sad songs from Hindi films of yesteryear.  While i understand the need to keep the piped music low key and in the background, instilling some zest and character to it will go a long way in notching up the overall atmospheric experience.  Some suggestions: the remakes of old Hindi and Urdu folk songs from \xe2\x80\x9cCoke Studio\xe2\x80\x9d.    \nAll in all, i would definitely recommend the Navratna for its fabulous food.  But as the premises currently stand, it\xe2\x80\x99s a better deal to order in or take away from them rather than dining in.More']",Navratna,POSITIVE
63,b'Number One Choice for Indian Food in Colombo!',"b'Reviewed August 27, 2020 '",b'Date of visit: August 2020',"[b'Went to dinner with friends and enjoyed the flavorful prawn biriyani, and excellent garlic naan and other dishes. The desserts consisting of kulfi, gulabjamun and halwa were delicious. The staff were attentive to our requests and provided a very friendly service, including complementary green tea....The Manager and other staff did not fail to inquire if the food was to our liking, to which we all responded positively in chorus!More']",Navratna,POSITIVE
64,b'Great Indian  Food in Colombo',"b'Reviewed August 16, 2020 '",b'Date of visit: August 2020',"[b""Enjoyed Dinner Buffet on 15th Aug. 2020.   it's well spread buffet with all the main dishes were available. we enjoyed Lagoon Crabs with Garlic Naan .Staff very friendly and at your service.""]",Navratna,POSITIVE
65,b'Tantalizing food & lovely service!',"b'Reviewed August 12, 2020 '",b'Date of visit: August 2020',"[b'We had decided to have our anniversary dinner with our close family members at an Indian restaurant. There was an unanimous decision on Navratna, as undoubtedly nothing in Sri Lanka comes close to it! Their food was par excellence and the service was extremely personalized,including...baking a special cake for the occasion.More']",Navratna,POSITIVE
66,b'Best Indian Restaurant in Colombo ',"b'Reviewed August 3, 2020 '",b'Date of visit: August 2020',"[b""I visited this Restaurant recently with friends for lunch and did a few takeaways as well. I must say each time I eat at this Restaurant the food quality is excellent and they always maintain a very high standard of Excellence. Chef Chauhan is highly...experienced, the food is absolutely delicious and some dishes even reminds me very much of my mother's home cooked food. I have recommended many people to this place and I must say the Indian food here is simply The Best.More""]",Navratna,POSITIVE
67,b'Great service!',"b'Reviewed July 30, 2020 '",b'Date of visit: July 2020',"[b'The food was hot, and cooked well. Chef Chauhan was very considerate and inquired as to the reason for the dinner, and provided a special anniversary cake.. very thoughtful of him !!']",Navratna,POSITIVE
68,b'Indian cuisine ',"b'Reviewed July 21, 2020 '",b'Date of visit: July 2020',"[b""Excellent Indian cuisine. Had Garlic naan, kadai paneer with a charred chicken dish. All were excellent. Personalized service with all necessary hygienic precautions. Manjuka's service was commendable""]",Navratna,POSITIVE
69,b'Saturday Lunch ',"b'Reviewed July 12, 2020 '",b'Date of visit: July 2020',"[b'Taj Samudra is not one of our ""go to"" hotels. We visit this hotel only if there\'s a specific reason. It was nice to visit this location, since we had come for their Sunday brunch before the lockdown.So, we decided to...visit Navaratna since there was a 25% discount on a credit card and we have wanted to have some vegetarian food. After all, no does vegetarian food as well as the Indians The entrance to the hotel was inconvenient since due to CV19 regulations, there was no valet parking. Having to park your car some distance away and walk wasn\'t fun. In fact, it was raining heavily after lunch which ended with me having to get wet in collecting the car. Nothing the hotel can do about this but there needs to be some solution, especially when it rains! Service at the restaurant was prompt and even though it was a Saturday lunch, the restaurant was very empty. Usually its full but this is CV19 for you. The waiter was very knowledgeable about the menu and made valuable recommendations. Sadly, there was too long a wait between the entree and the main meal. Also, we ordered a cheese naan for our kids, which was very late due to it being burnt  therefore, it needed to be redone. Sadly, the delay resulted in the kids eating our naans and negating the need for the cheese naan.\n\nThe food was tasty without being overly exceptional but Navaratna has always been known for its good food.\n\nThe reason I\'m rating the restaurant as being average is that theres another Indian restaurant, down the road, in another 5 star hotel and when one compares the prices paid there and the Navaratna, I\'m sorry to say it does not justify the higher price. My wife had been at lunch at the other Indian restaurant and paid half of what we paid at Navaratna. Whilst the service and the food was good, at the end, the price matters when you do your post purchase evaluation. Overall, I don\'t think I\'ll be back here soon since there\'s an equally good Indian restaurant available a few feet away and with much lower prices.More']",Navratna,NEGATIVE
70,b'Best Turkish Cuisine',"b'Reviewed February 26, 2020 '",b'Date of visit: January 2020',[b'Amazingly priced for an outlet owned by a foreigner. Quality of food is in par with what i tasted in germany and turkey.\n\nThe chicken iskender and currywurst is a must try.'],Twister,POSITIVE
71,b'Take Away ',"b'Reviewed November 13, 2019 '",b'Date of visit: November 2019',[b'The ambiance very good. The service excellent. Limited parking. The Currywurst very good. The pilau rice and chicken excellent.'],Twister,POSITIVE
72,b'Fine Place. Great Service. Delicious Food.',"b'Reviewed June 21, 2020 '",b'Date of visit: December 2019',"[b""Why not invite your family and friends for your natural, lively experience at Cafe Colombo? Cafe Colombo provides a diverse range of beverage and food choices. I have enjoyed savouring the authentic cuisine with a nice glass of cold, refreshing beer. Alongside the service provided...by Cafe Colombo's delightful staff members, the location yields a lively atmosphere. The sound produced by the beach closeby is relaxing to listen during the daytime, where you can enjoy your meal with the sensation of being reassured. At nighttime, you can appreciate a festive environment while enjoying your feast with the others. Overall, Cafe Colombo is one of my favourite places to visit in Sri Lanka.More""]",Cafe Colombo,POSITIVE
